date,district,commodity,min_price_rs_per_quintal,modal_price_rs_per_quintal,max_price_rs_per_quintal,avg_price_rs_per_quintal
2021-01-30,Kolar,Tomato,1014.89,1315.19,1670.79,1342.84
2021-01-31,Kolar,Tomato,916.44,1122.66,1425.81,1171.13
2021-02-01,Kolar,Tomato,953.61,1191.84,1510.38,1232.0
2021-02-02,Kolar,Tomato,988.06,1192.92,1593.24,1290.65
2021-02-03,Kolar,Tomato,963.52,1150.0,1501.64,1232.58
2021-02-04,Kolar,Tomato,952.46,1267.8,1407.88,1180.17
2021-02-05,Kolar,Tomato,1097.52,1270.06,1546.64,1322.08
2021-02-06,Kolar,Tomato,830.64,969.3,1162.66,996.65
2021-02-07,Kolar,Tomato,1078.52,1339.87,1577.75,1328.14
2021-02-08,Kolar,Tomato,748.87,988.03,1198.32,973.59
2021-02-09,Kolar,Tomato,1135.64,1315.56,1573.47,1354.56
2021-02-10,Kolar,Tomato,1188.88,1330.92,1607.87,1398.37
2021-02-11,Kolar,Tomato,840.11,1068.81,1437.35,1138.73
2021-02-12,Kolar,Tomato,921.8,1154.38,1295.4,1108.6
2021-02-13,Kolar,Tomato,835.8,1074.88,1430.19,1132.99
2021-02-14,Kolar,Tomato,991.81,1185.6,1446.51,1219.16
2021-02-15,Kolar,Tomato,911.01,1178.2,1479.74,1195.38
2021-02-16,Kolar,Tomato,1054.44,1312.42,1716.05,1385.25
2021-02-17,Kolar,Tomato,1179.06,1379.74,1642.05,1410.56
2021-02-18,Kolar,Tomato,1162.25,1393.56,1682.87,1422.56
2021-02-19,Kolar,Tomato,938.96,1162.13,1397.32,1168.14
2021-02-20,Kolar,Tomato,982.08,1207.92,1441.87,1211.98
2021-02-21,Kolar,Tomato,863.01,1034.39,1377.16,1120.08
2021-02-22,Kolar,Tomato,858.25,1143.0,1494.16,1176.21
2021-02-23,Kolar,Tomato,1035.04,1358.72,1531.61,1283.33
2021-02-24,Kolar,Tomato,1270.32,1439.97,1622.89,1446.6
2021-02-25,Kolar,Tomato,838.66,1101.06,1328.95,1083.8
2021-02-26,Kolar,Tomato,1011.05,1181.11,1328.35,1169.7
2021-02-27,Kolar,Tomato,1111.76,1251.98,1570.95,1341.36
2021-02-28,Kolar,Tomato,1021.17,1291.63,1467.2,1244.18
2021-03-01,Kolar,Tomato,937.41,1163.66,1431.99,1184.7
2021-03-02,Kolar,Tomato,1097.98,1314.41,1448.23,1273.1
2021-03-03,Kolar,Tomato,1066.92,1209.3,1425.95,1246.43
2021-03-04,Kolar,Tomato,1129.25,1266.99,1608.19,1368.72
2021-03-05,Kolar,Tomato,1150.87,1336.76,1632.2,1391.53
2021-03-06,Kolar,Tomato,972.35,1274.39,1713.5,1342.92
2021-03-07,Kolar,Tomato,1040.49,1223.57,1613.31,1326.9
2021-03-08,Kolar,Tomato,1026.63,1265.03,1505.09,1265.86
2021-03-09,Kolar,Tomato,1041.96,1269.74,1411.16,1226.56
2021-03-10,Kolar,Tomato,937.65,1238.03,1623.56,1280.6
2021-03-11,Kolar,Tomato,975.95,1253.37,1664.24,1320.09
2021-03-12,Kolar,Tomato,1283.91,1478.18,1929.26,1606.59
2021-03-13,Kolar,Tomato,1108.92,1355.49,1534.39,1321.66
2021-03-14,Kolar,Tomato,997.62,1254.47,1692.88,1345.25
2021-03-15,Kolar,Tomato,1110.64,1375.22,1601.65,1356.14
2021-03-16,Kolar,Tomato,1100.43,1253.11,1605.3,1352.87
2021-03-17,Kolar,Tomato,1237.85,1435.44,1904.84,1571.35
2021-03-18,Kolar,Tomato,1060.08,1340.43,1553.45,1306.76
2021-03-19,Kolar,Tomato,986.03,1284.52,1704.64,1345.33
2021-03-20,Kolar,Tomato,1065.39,1352.36,1592.23,1328.81
2021-03-21,Kolar,Tomato,986.94,1111.28,1493.67,1240.3
2021-03-22,Kolar,Tomato,975.91,1165.63,1364.16,1170.03
2021-03-23,Kolar,Tomato,961.62,1158.55,1550.55,1256.09
2021-03-24,Kolar,Tomato,1107.97,1319.86,1469.51,1288.74
2021-03-25,Kolar,Tomato,1216.54,1511.41,1930.55,1573.54
2021-03-26,Kolar,Tomato,1369.29,1571.97,1938.28,1653.79
2021-03-27,Kolar,Tomato,1144.48,1381.4,1684.58,1414.53
2021-03-28,Kolar,Tomato,1048.02,1365.47,1578.32,1313.17
2021-03-29,Kolar,Tomato,838.36,1089.69,1390.88,1114.62
2021-03-30,Kolar,Tomato,1030.73,1241.06,1424.36,1227.55
2021-03-31,Kolar,Tomato,1079.19,1211.91,1500.6,1289.89
2021-04-01,Kolar,Tomato,981.08,1232.12,1433.34,1207.21
2021-04-02,Kolar,Tomato,1132.71,1286.54,1722.55,1427.63
2021-04-03,Kolar,Tomato,1080.83,1250.07,1384.02,1232.42
2021-04-04,Kolar,Tomato,841.58,1069.12,1229.41,1035.49
2021-04-05,Kolar,Tomato,1054.77,1396.21,1620.41,1337.59
2021-04-06,Kolar,Tomato,901.09,1177.46,1417.1,1159.09
2021-04-07,Kolar,Tomato,1146.74,1334.55,1545.65,1346.2
2021-04-08,Kolar,Tomato,1212.27,1554.29,1900.64,1556.46
2021-04-09,Kolar,Tomato,962.43,1194.55,1574.55,1268.49
2021-04-10,Kolar,Tomato,825.77,1000.62,1278.81,1052.29
2021-04-11,Kolar,Tomato,1090.04,1269.23,1580.18,1335.11
2021-04-12,Kolar,Tomato,1100.53,1434.87,1610.29,1355.41
2021-04-13,Kolar,Tomato,1246.34,1536.88,1957.22,1601.78
2021-04-14,Kolar,Tomato,948.95,1153.37,1316.69,1132.82
2021-04-15,Kolar,Tomato,1129.88,1359.46,1762.67,1446.28
2021-04-16,Kolar,Tomato,1084.73,1242.88,1444.87,1264.8
2021-04-17,Kolar,Tomato,996.67,1284.78,1547.21,1271.94
2021-04-18,Kolar,Tomato,1405.65,1613.51,1916.23,1660.94
2021-04-19,Kolar,Tomato,951.65,1114.43,1465.15,1208.4
2021-04-20,Kolar,Tomato,1103.19,1323.76,1498.01,1300.6
2021-04-21,Kolar,Tomato,1152.33,1347.87,1673.26,1412.79
2021-04-22,Kolar,Tomato,1153.08,1420.39,1612.87,1382.97
2021-04-23,Kolar,Tomato,1002.08,1300.12,1659.21,1330.65
2021-04-24,Kolar,Tomato,1124.81,1323.51,1755.34,1440.07
2021-04-25,Kolar,Tomato,1025.65,1237.65,1495.89,1260.77
2021-04-26,Kolar,Tomato,1112.34,1314.97,1606.92,1359.63
2021-04-27,Kolar,Tomato,992.41,1239.43,1650.74,1321.58
2021-04-28,Kolar,Tomato,1198.86,1353.06,1664.6,1431.73
2021-04-29,Kolar,Tomato,1032.47,1231.9,1505.26,1268.86
2021-04-30,Kolar,Tomato,1006.31,1319.21,1641.87,1324.09
2021-05-01,Kolar,Tomato,1036.61,1268.07,1613.38,1324.99
2021-05-02,Kolar,Tomato,1212.51,1404.26,1582.21,1397.36
2021-05-03,Kolar,Tomato,1095.47,1260.43,1645.22,1370.34
2021-05-04,Kolar,Tomato,866.41,1051.23,1270.81,1068.61
2021-05-05,Kolar,Tomato,1249.17,1412.74,1579.57,1414.37
2021-05-06,Kolar,Tomato,908.57,1149.87,1490.86,1199.71
2021-05-07,Kolar,Tomato,955.47,1177.28,1405.95,1180.71
2021-05-08,Kolar,Tomato,1045.25,1181.35,1329.13,1187.19
2021-05-09,Kolar,Tomato,1251.29,1414.79,1780.43,1515.86
2021-05-10,Kolar,Tomato,844.78,990.53,1307.53,1076.16
2021-05-11,Kolar,Tomato,1423.93,1620.23,2141.84,1782.89
2021-05-12,Kolar,Tomato,1043.64,1367.24,1831.31,1437.47
2021-05-13,Kolar,Tomato,1112.05,1264.05,1664.67,1388.36
2021-05-14,Kolar,Tomato,979.55,1227.36,1350.75,1165.15
2021-05-15,Kolar,Tomato,982.46,1264.83,1511.55,1247.0
2021-05-16,Kolar,Tomato,1013.54,1289.65,1682.53,1348.03
2021-05-17,Kolar,Tomato,1057.34,1301.03,1550.26,1303.8
2021-05-18,Kolar,Tomato,1013.51,1286.7,1608.88,1311.19
2021-05-19,Kolar,Tomato,979.37,1227.14,1535.87,1257.62
2021-05-20,Kolar,Tomato,915.84,1189.02,1416.42,1166.13
2021-05-21,Kolar,Tomato,945.99,1190.79,1579.13,1262.56
2021-05-22,Kolar,Tomato,987.75,1181.74,1448.58,1218.16
2021-05-23,Kolar,Tomato,1091.62,1337.31,1626.43,1359.02
2021-05-24,Kolar,Tomato,1017.39,1268.55,1711.76,1364.58
2021-05-25,Kolar,Tomato,724.48,840.5,1028.25,876.36
2021-05-26,Kolar,Tomato,1120.96,1268.02,1451.37,1286.17
2021-05-27,Kolar,Tomato,1043.64,1208.59,1484.47,1264.06
2021-05-28,Kolar,Tomato,942.83,1178.84,1536.62,1239.73
2021-05-29,Kolar,Tomato,973.92,1130.27,1462.81,1218.37
2021-05-30,Kolar,Tomato,1010.47,1307.55,1696.08,1353.28
2021-05-31,Kolar,Tomato,986.62,1282.08,1637.22,1311.92
2021-06-01,Kolar,Tomato,859.01,1071.3,1246.51,1052.76
2021-06-02,Kolar,Tomato,1052.8,1208.51,1589.82,1321.31
2021-06-03,Kolar,Tomato,817.37,1038.65,1374.51,1095.94
2021-06-04,Kolar,Tomato,748.27,985.23,1131.58,939.92
2021-06-05,Kolar,Tomato,824.47,1071.08,1213.12,1018.79
2021-06-06,Kolar,Tomato,1094.32,1245.23,1673.47,1383.9
2021-06-07,Kolar,Tomato,1057.64,1251.54,1648.38,1353.01
2021-06-08,Kolar,Tomato,940.94,1194.12,1580.19,1260.57
2021-06-09,Kolar,Tomato,1012.38,1214.91,1605.62,1309.0
2021-06-10,Kolar,Tomato,982.66,1185.16,1464.17,1223.42
2021-06-11,Kolar,Tomato,883.54,1041.52,1313.99,1098.76
2021-06-12,Kolar,Tomato,914.96,1165.59,1441.06,1178.01
2021-06-13,Kolar,Tomato,1060.02,1205.03,1340.96,1200.49
2021-06-14,Kolar,Tomato,951.46,1194.69,1536.82,1244.14
2021-06-15,Kolar,Tomato,1060.83,1242.01,1523.12,1291.98
2021-06-16,Kolar,Tomato,887.47,1179.49,1488.43,1187.95
2021-06-17,Kolar,Tomato,912.1,1131.78,1387.18,1149.64
2021-06-18,Kolar,Tomato,973.85,1213.13,1483.6,1228.72
2021-06-19,Kolar,Tomato,895.22,1076.6,1230.5,1062.86
2021-06-20,Kolar,Tomato,737.34,969.02,1133.44,935.39
2021-06-21,Kolar,Tomato,912.22,1050.32,1197.06,1054.64
2021-06-22,Kolar,Tomato,763.51,975.52,1120.8,942.15
2021-06-23,Kolar,Tomato,833.59,978.9,1314.9,1074.25
2021-06-24,Kolar,Tomato,903.19,1037.58,1181.05,1042.12
2021-06-25,Kolar,Tomato,796.59,954.82,1114.57,955.58
2021-06-26,Kolar,Tomato,867.96,1007.93,1257.54,1062.75
2021-06-27,Kolar,Tomato,690.14,812.62,1017.84,853.99
2021-06-28,Kolar,Tomato,851.85,1060.41,1207.26,1029.56
2021-06-29,Kolar,Tomato,897.39,1029.91,1337.26,1117.33
2021-06-30,Kolar,Tomato,735.96,926.66,1201.24,968.6
2021-07-01,Kolar,Tomato,918.22,1098.77,1273.84,1096.03
2021-07-02,Kolar,Tomato,971.36,1127.12,1321.17,1146.27
2021-07-03,Kolar,Tomato,658.91,816.65,1089.82,874.36
2021-07-04,Kolar,Tomato,726.2,912.98,1192.73,959.47
2021-07-05,Kolar,Tomato,742.88,907.16,1156.13,949.51
2021-07-06,Kolar,Tomato,769.39,881.63,987.92,878.66
2021-07-07,Kolar,Tomato,968.58,1088.92,1311.68,1140.13
2021-07-08,Kolar,Tomato,799.41,961.1,1191.6,995.5
2021-07-09,Kolar,Tomato,804.72,947.6,1086.76,945.74
2021-07-10,Kolar,Tomato,649.84,733.87,889.5,769.67
2021-07-11,Kolar,Tomato,799.65,1045.59,1307.26,1053.46
2021-07-12,Kolar,Tomato,640.13,815.65,963.98,802.05
2021-07-13,Kolar,Tomato,827.73,966.59,1251.97,1039.85
2021-07-14,Kolar,Tomato,862.85,987.74,1294.05,1078.45
2021-07-15,Kolar,Tomato,977.66,1112.81,1314.12,1145.89
2021-07-16,Kolar,Tomato,639.71,787.56,1031.44,835.58
2021-07-17,Kolar,Tomato,440.79,577.4,650.09,545.44
2021-07-18,Kolar,Tomato,780.54,956.94,1253.05,1016.79
2021-07-19,Kolar,Tomato,899.24,1146.1,1304.48,1101.86
2021-07-20,Kolar,Tomato,852.33,1073.9,1203.56,1027.95
2021-07-21,Kolar,Tomato,818.74,945.6,1191.88,1005.31
2021-07-22,Kolar,Tomato,652.23,856.69,1043.44,847.83
2021-07-23,Kolar,Tomato,880.97,1007.82,1337.35,1109.16
2021-07-24,Kolar,Tomato,642.73,789.45,940.08,791.4
2021-07-25,Kolar,Tomato,804.81,958.78,1123.49,964.15
2021-07-26,Kolar,Tomato,731.12,957.65,1173.3,952.21
2021-07-27,Kolar,Tomato,816.32,1019.63,1237.82,1027.07
2021-07-28,Kolar,Tomato,930.66,1219.02,1445.88,1188.27
2021-07-29,Kolar,Tomato,832.02,930.43,1184.85,1008.44
2021-07-30,Kolar,Tomato,712.38,817.8,1054.87,883.62
2021-07-31,Kolar,Tomato,713.61,871.38,1144.33,928.97
2021-08-01,Kolar,Tomato,515.39,657.77,883.53,699.46
2021-08-02,Kolar,Tomato,696.31,782.35,912.74,804.52
2021-08-03,Kolar,Tomato,651.22,812.31,1038.96,845.09
2021-08-04,Kolar,Tomato,614.89,794.28,952.0,783.44
2021-08-05,Kolar,Tomato,727.04,871.25,1105.85,916.45
2021-08-06,Kolar,Tomato,668.79,750.13,914.4,791.6
2021-08-07,Kolar,Tomato,734.99,979.24,1320.45,1027.72
2021-08-08,Kolar,Tomato,660.55,840.69,1077.96,869.25
2021-08-09,Kolar,Tomato,744.29,835.56,1118.08,931.18
2021-08-10,Kolar,Tomato,615.4,793.38,1038.33,826.87
2021-08-11,Kolar,Tomato,650.0,847.47,1123.51,886.75
2021-08-12,Kolar,Tomato,772.05,924.03,1204.57,988.31
2021-08-13,Kolar,Tomato,630.61,717.19,871.24,750.92
2021-08-14,Kolar,Tomato,606.78,738.56,858.91,732.84
2021-08-15,Kolar,Tomato,699.06,777.44,927.15,813.11
2021-08-16,Kolar,Tomato,552.69,648.79,716.95,634.82
2021-08-17,Kolar,Tomato,539.21,708.45,872.11,705.66
2021-08-18,Kolar,Tomato,670.74,746.15,914.98,792.86
2021-08-19,Kolar,Tomato,733.98,904.83,1114.13,924.05
2021-08-20,Kolar,Tomato,656.75,828.08,1112.53,884.64
2021-08-21,Kolar,Tomato,680.73,816.53,1084.24,882.48
2021-08-22,Kolar,Tomato,709.88,892.21,1017.5,863.69
2021-08-23,Kolar,Tomato,587.86,770.49,918.59,753.22
2021-08-24,Kolar,Tomato,623.25,830.76,1001.89,812.57
2021-08-25,Kolar,Tomato,628.23,768.53,914.66,771.44
2021-08-26,Kolar,Tomato,709.04,809.84,1052.49,880.77
2021-08-27,Kolar,Tomato,589.46,705.22,868.13,728.8
2021-08-28,Kolar,Tomato,431.69,479.72,596.3,514.0
2021-08-29,Kolar,Tomato,597.6,753.57,989.62,793.61
2021-08-30,Kolar,Tomato,742.79,937.78,1220.51,981.65
2021-08-31,Kolar,Tomato,677.72,875.65,992.16,834.94
2021-09-01,Kolar,Tomato,680.01,877.88,1122.35,901.18
2021-09-02,Kolar,Tomato,719.82,907.97,1097.61,908.72
2021-09-03,Kolar,Tomato,667.3,767.96,901.32,784.31
2021-09-04,Kolar,Tomato,689.87,778.76,866.37,778.12
2021-09-05,Kolar,Tomato,608.39,678.8,829.37,718.88
2021-09-06,Kolar,Tomato,559.53,712.91,847.55,703.54
2021-09-07,Kolar,Tomato,725.81,822.74,956.74,841.28
2021-09-08,Kolar,Tomato,712.44,891.39,1135.34,923.89
2021-09-09,Kolar,Tomato,558.6,728.36,941.31,749.95
2021-09-10,Kolar,Tomato,606.95,689.32,800.43,703.69
2021-09-11,Kolar,Tomato,627.07,741.73,825.08,726.08
2021-09-12,Kolar,Tomato,629.24,812.23,1065.8,847.52
2021-09-13,Kolar,Tomato,460.44,565.32,623.26,541.85
2021-09-14,Kolar,Tomato,366.11,461.62,615.94,491.02
2021-09-15,Kolar,Tomato,576.35,669.77,841.84,709.09
2021-09-16,Kolar,Tomato,481.07,588.1,694.23,587.65
2021-09-17,Kolar,Tomato,604.12,672.45,781.13,692.63
2021-09-18,Kolar,Tomato,541.83,714.62,787.69,664.76
2021-09-19,Kolar,Tomato,543.78,676.97,784.52,664.15
2021-09-20,Kolar,Tomato,743.97,904.76,1026.39,885.18
2021-09-21,Kolar,Tomato,634.67,768.86,963.41,799.04
2021-09-22,Kolar,Tomato,609.99,764.98,873.33,741.66
2021-09-23,Kolar,Tomato,690.04,802.95,989.36,839.7
2021-09-24,Kolar,Tomato,520.86,591.07,737.38,629.12
2021-09-25,Kolar,Tomato,758.94,851.96,1000.64,879.79
2021-09-26,Kolar,Tomato,625.04,717.8,795.88,710.46
2021-09-27,Kolar,Tomato,708.27,807.07,895.29,801.78
2021-09-28,Kolar,Tomato,497.71,597.79,661.51,579.61
2021-09-29,Kolar,Tomato,471.77,539.85,693.59,582.68
2021-09-30,Kolar,Tomato,655.86,824.43,972.42,814.14
2021-10-01,Kolar,Tomato,624.76,771.52,1002.27,813.51
2021-10-02,Kolar,Tomato,493.09,618.27,746.82,619.96
2021-10-03,Kolar,Tomato,510.43,622.4,755.13,632.78
2021-10-04,Kolar,Tomato,683.54,862.15,1058.91,871.22
2021-10-05,Kolar,Tomato,522.94,584.79,747.51,635.23
2021-10-06,Kolar,Tomato,737.28,925.15,1080.92,909.1
2021-10-07,Kolar,Tomato,474.54,620.56,701.47,588.01
2021-10-08,Kolar,Tomato,668.13,805.93,998.56,833.34
2021-10-09,Kolar,Tomato,523.91,690.66,816.19,670.05
2021-10-10,Kolar,Tomato,615.83,803.34,972.55,794.19
2021-10-11,Kolar,Tomato,521.9,666.62,841.1,681.5
2021-10-12,Kolar,Tomato,584.76,713.42,872.89,728.82
2021-10-13,Kolar,Tomato,602.27,738.99,927.49,764.88
2021-10-14,Kolar,Tomato,535.05,615.03,760.21,647.63
2021-10-15,Kolar,Tomato,710.69,825.5,1060.72,885.71
2021-10-16,Kolar,Tomato,550.55,676.4,863.41,706.98
2021-10-17,Kolar,Tomato,569.66,712.03,878.32,723.99
2021-10-18,Kolar,Tomato,495.78,621.69,789.38,642.58
2021-10-19,Kolar,Tomato,376.91,435.18,573.74,475.32
2021-10-20,Kolar,Tomato,546.73,721.46,871.58,709.16
2021-10-21,Kolar,Tomato,778.78,1035.71,1246.16,1012.47
2021-10-22,Kolar,Tomato,732.19,842.25,1087.39,909.79
2021-10-23,Kolar,Tomato,614.34,747.76,931.44,772.89
2021-10-24,Kolar,Tomato,554.59,720.59,805.44,680.01
2021-10-25,Kolar,Tomato,594.48,756.97,1001.5,797.99
2021-10-26,Kolar,Tomato,731.62,822.16,910.7,821.16
2021-10-27,Kolar,Tomato,542.39,617.11,794.28,668.34
2021-10-28,Kolar,Tomato,766.46,894.91,1154.16,960.31
2021-10-29,Kolar,Tomato,698.57,849.5,1136.87,917.72
2021-10-30,Kolar,Tomato,705.81,852.38,949.15,827.48
2021-10-31,Kolar,Tomato,736.24,821.43,1026.15,881.19
2021-11-01,Kolar,Tomato,692.51,773.87,934.03,813.27
2021-11-02,Kolar,Tomato,668.88,855.03,1011.21,840.05
2021-11-03,Kolar,Tomato,739.31,848.16,952.12,845.72
2021-11-04,Kolar,Tomato,575.01,737.58,915.09,745.05
2021-11-05,Kolar,Tomato,558.55,714.23,871.19,714.87
2021-11-06,Kolar,Tomato,679.73,798.36,899.06,789.4
2021-11-07,Kolar,Tomato,790.61,975.16,1222.0,1006.3
2021-11-08,Kolar,Tomato,572.81,643.8,826.95,699.88
2021-11-09,Kolar,Tomato,473.03,619.68,800.51,636.77
2021-11-10,Kolar,Tomato,677.01,818.91,1086.15,881.58
2021-11-11,Kolar,Tomato,717.91,808.66,972.31,845.11
2021-11-12,Kolar,Tomato,732.27,826.85,1106.55,919.41
2021-11-13,Kolar,Tomato,648.86,838.88,1104.27,876.56
2021-11-14,Kolar,Tomato,633.08,786.44,923.39,778.23
2021-11-15,Kolar,Tomato,839.24,995.7,1134.92,987.08
2021-11-16,Kolar,Tomato,486.45,628.56,759.83,623.14
2021-11-17,Kolar,Tomato,649.08,725.06,870.42,759.75
2021-11-18,Kolar,Tomato,723.93,815.97,1015.0,869.47
2021-11-19,Kolar,Tomato,492.24,635.11,791.25,641.74
2021-11-20,Kolar,Tomato,626.2,815.18,1049.54,837.87
2021-11-21,Kolar,Tomato,793.1,1039.71,1276.22,1034.66
2021-11-22,Kolar,Tomato,750.75,846.95,953.84,852.3
2021-11-23,Kolar,Tomato,682.67,876.29,1151.95,917.31
2021-11-24,Kolar,Tomato,570.01,701.61,826.1,698.06
2021-11-25,Kolar,Tomato,640.08,783.13,1051.61,845.84
2021-11-26,Kolar,Tomato,685.65,816.4,922.09,803.87
2021-11-27,Kolar,Tomato,629.66,827.67,1108.71,869.18
2021-11-28,Kolar,Tomato,802.84,1024.01,1149.71,976.28
2021-11-29,Kolar,Tomato,837.77,941.61,1090.16,963.97
2021-11-30,Kolar,Tomato,661.0,745.83,829.1,745.05
2021-12-01,Kolar,Tomato,792.05,913.35,1165.69,978.87
2021-12-02,Kolar,Tomato,713.88,948.16,1244.53,979.21
2021-12-03,Kolar,Tomato,822.9,1029.84,1244.58,1033.74
2021-12-04,Kolar,Tomato,917.96,1087.38,1448.53,1183.25
2021-12-05,Kolar,Tomato,617.7,780.64,973.9,795.8
2021-12-06,Kolar,Tomato,717.94,809.92,1018.47,868.21
2021-12-07,Kolar,Tomato,643.21,761.12,998.09,820.65
2021-12-08,Kolar,Tomato,676.18,888.79,1043.61,859.9
2021-12-09,Kolar,Tomato,866.6,977.71,1162.08,1014.34
2021-12-10,Kolar,Tomato,934.01,1045.14,1386.37,1160.19
2021-12-11,Kolar,Tomato,702.62,922.49,1222.52,962.57
2021-12-12,Kolar,Tomato,745.37,898.19,1207.28,976.33
2021-12-13,Kolar,Tomato,763.52,959.79,1272.16,1017.84
2021-12-14,Kolar,Tomato,684.67,846.39,957.98,821.33
2021-12-15,Kolar,Tomato,934.21,1202.41,1570.26,1252.24
2021-12-16,Kolar,Tomato,639.1,763.83,918.47,778.78
2021-12-17,Kolar,Tomato,879.41,984.02,1326.16,1102.79
2021-12-18,Kolar,Tomato,998.65,1209.81,1473.63,1236.14
2021-12-19,Kolar,Tomato,741.8,972.93,1204.94,973.37
2021-12-20,Kolar,Tomato,804.62,954.48,1176.34,990.48
2021-12-21,Kolar,Tomato,752.63,939.57,1109.1,930.86
2021-12-22,Kolar,Tomato,848.53,966.01,1080.73,964.63
2021-12-23,Kolar,Tomato,943.68,1157.61,1532.57,1238.13
2021-12-24,Kolar,Tomato,570.69,732.67,952.96,761.82
2021-12-25,Kolar,Tomato,924.54,1187.34,1347.49,1136.01
2021-12-26,Kolar,Tomato,724.87,837.69,1084.13,904.5
2021-12-27,Kolar,Tomato,775.48,981.82,1233.62,1004.55
2021-12-28,Kolar,Tomato,837.03,967.57,1163.29,1000.16
2021-12-29,Kolar,Tomato,855.04,1094.96,1274.0,1064.52
2021-12-30,Kolar,Tomato,668.8,837.83,1101.69,885.24
2021-12-31,Kolar,Tomato,893.88,1090.33,1390.23,1142.05
2022-01-01,Kolar,Tomato,1144.97,1284.35,1588.66,1366.81
2022-01-02,Kolar,Tomato,785.76,883.12,1106.01,945.89
2022-01-03,Kolar,Tomato,839.39,1074.73,1206.67,1023.03
2022-01-04,Kolar,Tomato,785.88,977.78,1191.41,988.64
2022-01-05,Kolar,Tomato,860.14,1113.58,1278.86,1069.5
2022-01-06,Kolar,Tomato,884.37,1070.02,1232.76,1058.56
2022-01-07,Kolar,Tomato,815.79,995.98,1260.24,1038.01
2022-01-08,Kolar,Tomato,1006.13,1136.73,1509.36,1257.75
2022-01-09,Kolar,Tomato,1156.28,1299.92,1561.12,1358.7
2022-01-10,Kolar,Tomato,860.58,1065.69,1227.6,1044.09
2022-01-11,Kolar,Tomato,972.16,1180.15,1489.57,1230.86
2022-01-12,Kolar,Tomato,834.69,943.75,1243.68,1039.18
2022-01-13,Kolar,Tomato,861.71,989.32,1273.34,1067.52
2022-01-14,Kolar,Tomato,875.08,1165.91,1535.73,1205.4
2022-01-15,Kolar,Tomato,1031.37,1292.43,1595.04,1313.2
2022-01-16,Kolar,Tomato,945.09,1162.09,1496.74,1220.92
2022-01-17,Kolar,Tomato,852.64,1086.92,1233.67,1043.15
2022-01-18,Kolar,Tomato,880.89,1129.43,1340.72,1110.8
2022-01-19,Kolar,Tomato,743.94,984.48,1178.8,961.37
2022-01-20,Kolar,Tomato,1026.01,1212.05,1488.18,1257.1
2022-01-21,Kolar,Tomato,986.99,1250.34,1665.79,1326.39
2022-01-22,Kolar,Tomato,829.95,1095.13,1444.01,1136.98
2022-01-23,Kolar,Tomato,861.43,1097.86,1244.57,1053.0
2022-01-24,Kolar,Tomato,1036.53,1191.02,1361.58,1199.05
2022-01-25,Kolar,Tomato,975.61,1111.53,1322.06,1148.84
2022-01-26,Kolar,Tomato,954.69,1160.78,1361.23,1157.96
2022-01-27,Kolar,Tomato,1158.03,1425.42,1787.04,1472.54
2022-01-28,Kolar,Tomato,1029.85,1148.52,1522.58,1276.21
2022-01-29,Kolar,Tomato,889.15,1139.82,1528.01,1208.58
2022-01-30,Kolar,Tomato,868.15,1109.73,1402.04,1135.09
2022-01-31,Kolar,Tomato,1017.08,1281.31,1677.93,1347.51
2022-02-01,Kolar,Tomato,911.54,1174.79,1446.52,1179.03
2022-02-02,Kolar,Tomato,906.23,1123.1,1293.9,1100.07
2022-02-03,Kolar,Tomato,1209.37,1364.01,1679.34,1444.35
2022-02-04,Kolar,Tomato,1162.54,1380.2,1709.75,1436.14
2022-02-05,Kolar,Tomato,927.17,1142.13,1468.34,1197.75
2022-02-06,Kolar,Tomato,885.25,994.48,1148.59,1016.92
2022-02-07,Kolar,Tomato,1017.47,1343.6,1601.67,1309.57
2022-02-08,Kolar,Tomato,894.64,1144.72,1363.37,1129.0
2022-02-09,Kolar,Tomato,1106.95,1325.87,1776.48,1441.71
2022-02-10,Kolar,Tomato,841.19,998.65,1209.35,1025.27
2022-02-11,Kolar,Tomato,1017.62,1346.18,1734.92,1376.27
2022-02-12,Kolar,Tomato,889.62,1097.68,1413.48,1151.55
2022-02-13,Kolar,Tomato,1130.9,1334.6,1556.66,1343.78
2022-02-14,Kolar,Tomato,1070.48,1252.45,1556.75,1313.62
2022-02-15,Kolar,Tomato,964.15,1140.03,1508.92,1236.53
2022-02-16,Kolar,Tomato,965.17,1209.36,1473.97,1219.57
2022-02-17,Kolar,Tomato,1027.01,1344.2,1796.23,1411.62
2022-02-18,Kolar,Tomato,1040.48,1278.13,1474.47,1257.47
2022-02-19,Kolar,Tomato,1030.16,1339.06,1497.79,1263.97
2022-02-20,Kolar,Tomato,1346.73,1509.54,1996.92,1671.82
2022-02-21,Kolar,Tomato,893.57,1088.03,1427.41,1160.49
2022-02-22,Kolar,Tomato,1174.94,1473.11,1985.97,1580.45
2022-02-23,Kolar,Tomato,1119.93,1294.8,1644.2,1382.07
2022-02-24,Kolar,Tomato,971.15,1177.59,1571.1,1271.12
2022-02-25,Kolar,Tomato,899.17,1128.89,1475.16,1187.17
2022-02-26,Kolar,Tomato,1106.18,1268.85,1663.6,1384.89
2022-02-27,Kolar,Tomato,1236.58,1405.09,1745.52,1491.05
2022-02-28,Kolar,Tomato,1090.96,1282.05,1532.81,1311.89
2022-03-01,Kolar,Tomato,1121.55,1481.49,1975.77,1548.66
